QKEY,INTERVIEW_START_W140,INTERVIEW_END_W140,DEVICE_TYPE_W140,LANG_W140,FORM_W140,SATIS_W140,YEARAHEAD_W140,POL1JB_W140,POL1JBSTR_W140,JBSUCCESS_W140,BIDENDESC_ORD_W140,BIDENDESC_MENT_W140,BIDENDESC_STND_W140,BIDENDESC_HON_W140,BIDENDESC_INSP_W140,BIDENDESC_GETDN_W140,BIDENDESC_ENER_W140,BIDENDESC_STRN_W140,BIDENDESC_MDL_W140,BIDENDESC_TEMP_W140,INCREMENTAL_W140,INSTN_CHR_W140,INSTN_CLGS_W140,INSTN_LBRUN_W140,INSTN_TECHCMP_W140,INSTN_SMBUS_W140,INSTN_K12_W140,INSTN_BNKS_W140,INSTN_MIL_W140,INSTN_LGECRP_W140,INSTN2_CHR_W140,INSTN2_CLGS_W140,INSTN2_LBRUN_W140,INSTN2_TECHCMP_W140,INSTN2_SMBUS_W140,INSTN2_K12_W140,INSTN2_BNKS_W140,INSTN2_MIL_W140,INSTN2_LGECRP_W140,DECISION_W140,WINLOSE_W140,PRIPRES_JOB_W140,PRIPRES_BD_W140,PRIPRES_DTRD_W140,PRIPRES_ENV_W140,PRIPRES_TER_W140,PRIPRES_EC_W140,PRIPRES_GCC_W140,PRIPRES_EDU_W140,PRIPRES_HC_W140,PRIPRES_CRI_W140,PRIPRES_GT_W140,PRIPRES_INF_W140,PRIPRES_RA_W140,PRIPRES_SC_W140,PRIPRES_MON_W140,PRIPRES_POOR_W140,PRIPRES_MIL_W140,PRIPRES_NRG_W140,PRIPRES_IMM_W140,PRIPRES_POL_W140,PRESWITHOP_W140,OPWITHPRES_W140,ECON1_W140,ECON1B_W140,ECONCONC_PRICE_W140,ECONCONC_UNEM_W140,ECONCONC_REAL_W140,ECONCONC_STCK_W140,ECONCONC_ENG2_W140,ECONCONC_BANK_W140,HGSTNDRD_W140,HGSTNDRD2_W140,MARIJUANA3_W140,MARIJ_STRICT_W140,MARIJ_CRIME_W140,MARIJ_ECON_W140,MARIJ_FAIR_W140,MARIJ_DRUG_W140,EXCPWER_W140,TALKIMP_W140,TALKCONF_W140,VTPRIORITY_ATO_W140,VTPRIORITY_HLDY_W140,VTPRIORITY_FLN_W140,VTPRIORITY_RMVVT_W140,VTPRIORITY_BLT_CL_W140,VTPRIORITY_GOVID_W140,VTPRIORITY_PPR_W140,VTPRIORITY_ERLY_W140,VTPRIORITY_ML_W140,VTPRIORITY_REGED_W140,UNDROPPL_W140,UNIONDROP_W140,BORDER_CL_W140,BRDERJOB_W140,IMM_CRISIS_W140,IMMFACT_NOOPP_W140,IMMFACT_USOPP_W140,IMMFACT_VIOL_W140,IMMFACT_FRDM_W140,IMMFACT_POL_W140,IMMCRIMM_W140,IMMPOLIMPCT_DPRT_W140,IMMPOLIMPCT_BUS_W140,IMMPOLIMPCT_AID_W140,IMMPOLIMPCT_HRD_W140,IMMPOLIMPCT_COND_W140,IMMPOLIMPCT_RCS_W140,IMMPOLIMPCT_OPP_W140,IMMPOLIMPCT_WALL_W140,IMMPOLIMPCT_WORK_W140,NEWYR_W140,NEWRES_HLTH_W140,NEWRES_WRK_W140,NEWRES_FMLY_W140,NEWRES_HBS_W140,NEWRES_FIN_W140,NEWRES_SE_W140,RESKEPT_M_W140,RESKEPT_S_W140,RESLNONE_W140,IMPEACHFOLL_JB_W140,IMPEACHAPP_JB_W140,IMPEACHREM_JB_W140,WRKRCMPMOD_W140,SOCSEC_CPS_W140,ASREP_ABORT_W140,ASREP_AGREE_a_W140,ASREP_AGREE_b_W140,ASREP_AGREE_c_W140,ASREP_AGREE_d_W140,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W140
201801022194,2024-01-17T16:50:55Z,2024-01-17T17:22:06Z,2,1,2,,2,2,2,2,,,,,,2,3,2,1,1,2,,,,,,,,,,2,2,2,3,2,2,3,3,3,1,2,,,,,,1,2,3,1,2,,,,,,2,2,2,1,1,,1,3,2,1,1,1,2,1,3,,1,1,4,3,1,3,2,1,1,1,,,,,,1,4,1,1,4,,3,3,,4,1,2,1,2,3,3,,,,,,2,2,3,2,3,,,,,,,,,5,5,4,3,1,2,2,5,5,3,1,1,3,7,3,2,1,1,5,1,1,4,1,3,4,1,2,2,2,4,2,,2,3,1,9,2,2,1,2,0.35784803423093176
201801022207,2024-01-19T10:15:24Z,2024-01-19T10:40:32Z,2,2,2,,1,1,2,3,,,,,,3,3,3,3,3,1,,,,,,,,,,99,2,2,2,2,2,2,2,2,1,99,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,1,2,1,2,2,2,2,2,2,,99,1,4,99,99,99,99,2,2,2,,,,,,1,2,2,2,2,,99,3,,2,2,99,2,99,1,3,,,,,,4,1,3,1,3,,,,,,,,,4,2,2,2,2,2,3,99,99,99,3,1,3,7,3,2,2,99,99,1,99,99,1,3,99,2,2,2,2,5,99,99,9,9,3,1,2,5,1,1,2.8723927072480535
201801022649,2024-01-17T17:40:39Z,2024-01-17T18:16:43Z,2,1,2,,2,2,2,3,,,,,,2,2,1,1,2,1,,,,,,,,,,3,2,2,1,2,2,3,1,3,1,2,,,,,,1,2,2,1,2,,,,,,1,1,1,1,1,,1,4,2,1,1,1,1,1,1,,1,3,4,3,1,1,2,1,1,1,,,,,,1,1,1,4,1,,4,1,,1,1,3,1,1,1,3,,,,,,3,2,1,3,3,,,,,,,,,1,3,4,4,2,1,1,5,2,1,1,1,3,7,1,4,1,2,3,1,1,1,5,3,1,1,1,2,1,6,2,,2,3,1,3,1,4,2,2,0.17049128283119958
201801022862,2024-01-18T14:22:36Z,2024-01-18T14:39:03Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,1,2,2,1,2,3,3,,,,,,2,1,2,2,1,,,,,,1,,3,,,,,,,,2,,1,1,1,1,1,3,2,3,2,1,1,1,2,1,,,,,,3,,3,4,,1,1,1,3,1,1,1,1,1,2,1,,,,,3,,,,,,,,,4,3,2,2,2,2,2,5,1,3,2,1,3,7,3,2,1,3,2,1,1,1,1,3,1,1,12,,3,6,4,1,1,2,1,4,3,1,2,1,2.111616209384228
201801023477,2024-01-18T04:00:43Z,2024-01-18T04:15:47Z,2,1,1,2,,2,2,3,3,4,3,2,4,,,,,,1,2,1,2,1,1,1,2,2,1,,,,,,,,,,1,2,4,4,1,1,2,,,,,,2,2,3,1,2,,,,,,1,,3,,,,,,,,1,,2,4,3,3,3,1,2,1,2,3,1,2,4,3,,,,,,2,,3,3,,1,1,2,3,2,1,1,3,4,3,2,,,,,2,2,2,2,2,1,2,,2,,5,2,2,2,2,2,3,5,3,2,1,3,7,2,2,2,2,3,2,,1,1,1,1,3,12,,3,6,3,1,1,1,1,2,2,1,2,1,0.8430515930316932
201801023984,2024-01-17T17:25:24Z,2024-01-17T17:40:18Z,2,1,2,,2,2,2,2,,,,,,3,3,3,3,3,1,,,,,,,,,,2,2,2,3,3,2,2,2,2,1,2,,,,,,1,2,1,2,1,,,,,,1,2,2,1,2,,1,4,3,2,3,3,3,3,2,,2,1,3,3,3,3,3,2,3,1,,,,,,2,1,1,1,1,,99,4,,1,1,1,2,1,2,1,,,,,,2,4,1,2,3,,,,,,,,,4,5,99,99,2,2,1,3,4,2,1,1,4,8,1,4,2,3,1,1,6,1,5,3,1,5,2,2,2,6,3,1,1,2,3,1,3,1,2,1,1.3023546369513903
201801024051,2024-01-18T12:18:27Z,2024-01-18T12:38:18Z,1,1,2,,1,2,2,2,,,,,,3,4,4,4,2,2,,,,,,,,,,2,2,3,3,1,3,4,2,4,2,2,,,,,,1,2,1,1,1,,,,,,2,1,2,1,1,,2,3,3,1,3,1,3,1,1,,1,2,2,2,3,3,3,2,3,2,,,,,,1,2,1,2,3,,1,2,,1,1,1,1,3,1,1,,,,,,1,1,1,1,3,,,,,,,,,3,4,2,2,2,2,3,5,3,2,1,1,4,8,2,3,1,2,3,1,6,1,1,3,1,2,1,2,1,4,3,1,1,2,1,9,3,2,2,2,0.45783184237670566
201801024090,2024-01-19T05:27:14Z,2024-01-19T05:42:23Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,2,1,2,2,1,1,2,2,2,2,,,,,,,,,,1,2,1,1,1,2,1,,,,,,1,1,3,2,2,,,,,,2,,2,,,,,,,,2,,1,1,3,1,1,2,2,4,1,4,1,2,1,4,,,,,,1,,3,4,,1,1,1,1,1,1,1,1,3,1,2,,,,,3,,,,,,,,,5,2,1,1,2,2,3,5,5,1,1,2,4,8,3,3,1,2,3,2,,1,99,99,1,1,12,,3,3,4,1,1,1,1,7,2,1,2,2,0.8653961711701317
201801024200,2024-01-17T20:19:00Z,2024-01-17T20:33:52Z,2,1,1,2,,1,1,1,2,2,2,1,2,,,,,,1,2,2,1,1,1,1,2,1,2,,,,,,,,,,1,2,2,1,2,1,2,,,,,,1,1,2,1,1,,,,,,1,,1,,,,,,,,1,,1,3,3,3,3,3,2,1,1,1,2,3,4,4,,,,,,4,,4,2,,1,1,1,1,1,3,3,3,3,3,1,,,,,3,,,,,,,,,1,3,4,4,2,2,1,5,3,1,1,1,4,8,1,3,1,3,2,1,2,99,1,3,99,1,2,2,2,5,3,2,2,3,1,3,3,1,1,1,0.9591525135217929
201801024214,2024-01-17T21:11:20Z,2024-01-17T21:21:46Z,1,1,2,,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,1,1,2,2,2,1,1,,,,,,1,1,1,1,1,,,,,,2,2,2,2,2,,1,2,1,1,3,2,1,1,3,,1,1,3,3,3,3,3,2,2,2,,,,,,3,2,1,1,2,,2,2,,2,1,1,1,1,1,3,,,,,,1,1,3,1,3,,,,,,,,,1,1,4,4,2,2,1,5,5,2,2,1,4,8,2,4,2,1,5,2,,1,1,1,1,5,2,2,2,6,2,,2,4,1,9,4,2,2,2,0.9344916954697025
201801024233,2024-01-17T17:57:28Z,2024-01-17T18:09:20Z,2,1,2,,2,2,1,2,,,,,,3,4,3,2,2,1,,,,,,,,,,2,2,2,2,1,2,3,2,3,1,2,,,,,,1,2,1,1,2,,,,,,2,2,1,1,2,,1,3,2,2,2,2,2,3,2,,1,1,3,3,1,1,3,2,2,2,,,,,,1,1,2,2,2,,3,3,,1,1,1,2,2,2,1,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,,,5,3,3,2,2,3,5,3,2,1,1,4,8,2,2,1,1,5,1,8,1,1,3,1,1,3,2,4,2,3,1,1,2,1,9,3,1,1,3,0.23698558786097476
201801024284,2024-01-17T16:44:46Z,2024-01-17T17:04:34Z,1,1,2,,2,2,2,2,,,,,,3,4,2,3,2,2,,,,,,,,,,1,3,2,3,1,3,2,1,3,1,2,,,,,,1,3,2,2,1,,,,,,2,1,2,2,1,,1,3,2,1,2,1,3,1,3,,1,2,3,2,3,3,1,2,2,2,,,,,,1,2,1,1,2,,4,3,,2,2,2,1,2,2,1,,,,,,1,1,1,1,3,,,,,,,,,1,5,1,2,2,2,2,5,5,2,1,1,4,8,2,3,2,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,5,2,2,2,2,0.9480121006527059
201801024384,2024-01-17T19:43:12Z,2024-01-17T19:55:08Z,2,1,1,2,,1,2,3,2,2,2,2,3,,,,,,1,2,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,2,3,2,3,2,,,,,,2,1,1,2,2,,,,,,1,,2,,,,,,,,1,,2,2,2,3,1,1,2,2,3,1,1,2,4,1,,,,,,3,,3,3,,1,1,1,3,3,3,2,2,3,2,1,,,,,3,,,,,,,,,4,3,4,4,2,2,1,5,3,2,1,1,4,8,1,2,2,1,6,1,1,1,1,3,1,6,2,2,2,4,1,,1,2,1,9,3,1,1,3,1.1103872569555917
201801024628,2024-01-18T15:05:08Z,2024-01-18T15:23:25Z,2,1,2,,2,2,1,2,,,,,,4,4,4,4,4,1,,,,,,,,,,2,2,3,1,1,3,3,2,3,1,2,,,,,,1,4,1,2,2,,,,,,1,2,1,1,2,,2,4,2,1,1,1,2,1,1,,2,2,2,2,2,1,2,2,4,2,,,,,,1,3,2,4,4,,2,3,,1,2,2,2,3,1,1,,,,,,1,1,1,2,3,,,,,,,,,1,3,1,1,2,2,3,3,3,3,3,1,4,8,2,3,1,2,3,1,1,99,1,3,99,1,2,2,2,6,99,99,9,9,3,9,99,1,2,2,2.455913837920845
201801025006,2024-01-17T17:17:34Z,2024-01-17T17:21:09Z,2,1,2,,1,1,1,1,,,,,,2,2,2,2,2,1,,,,,,,,,,2,2,3,3,3,3,3,3,3,2,1,,,,,,2,2,1,2,3,,,,,,3,2,3,2,1,,2,1,3,2,2,2,2,2,2,,2,1,2,1,1,2,1,1,2,2,,,,,,2,3,2,3,2,,4,5,,3,3,2,2,2,1,2,,,,,,3,3,2,3,1,1,2,2,2,1,2,1,,,4,3,3,1,1,3,2,3,3,3,1,4,8,3,2,2,3,2,1,1,1,1,3,1,6,1,2,1,2,1,,1,2,3,1,5,5,2,1,5.991913952323113
201801025064,2024-01-17T18:34:20Z,2024-01-17T19:22:19Z,1,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,1,2,2,2,1,2,2,1,2,,,,,,,,,,1,2,2,2,2,3,1,,,,,,3,2,3,2,1,,,,,,1,,4,,,,,,,,2,,3,2,2,1,3,1,2,4,4,3,4,4,2,4,,,,,,2,,1,4,,1,1,2,2,1,1,1,1,2,1,2,,,,,3,,,,,,,,,4,3,1,2,2,2,2,5,3,2,1,1,4,8,1,3,2,1,5,1,1,1,1,3,1,6,2,2,2,6,3,1,1,1,1,4,2,1,2,2,0.911455635292059
201801025078,2024-01-18T21:15:29Z,2024-01-18T21:24:23Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,1,2,1,1,1,1,2,1,2,,,,,,,,,,1,2,2,3,1,3,2,,,,,,2,2,2,1,3,,,,,,1,,3,,,,,,,,1,,1,3,3,1,2,3,1,2,1,3,1,2,2,4,,,,,,2,,3,4,,1,2,2,3,1,1,4,4,4,4,4,,,,,2,1,1,2,1,1,2,,1,,5,1,2,2,1,4,4,3,3,1,1,4,8,2,2,2,1,6,2,,1,1,1,1,1,1,1,1,5,3,1,1,2,2,6,3,2,2,2,1.3252453876200285
201801025325,2024-01-17T19:06:11Z,2024-01-17T19:18:17Z,2,1,1,2,,2,1,2,4,4,3,4,4,,,,,,1,1,2,2,1,1,2,2,1,2,,,,,,,,,,1,2,2,1,2,3,2,,,,,,2,2,3,2,1,,,,,,1,,4,,,,,,,,2,,1,3,2,3,1,3,2,3,3,4,1,1,2,1,,,,,,2,,2,4,,1,1,1,2,1,1,2,1,3,1,3,,,,,3,,,,,,,,,1,2,1,1,2,2,3,5,4,1,1,1,4,8,1,2,2,2,3,1,6,1,5,3,1,1,2,2,2,2,3,1,1,1,2,5,2,2,1,2,1.1928196406849474
201801025482,2024-01-17T18:29:17Z,2024-01-17T18:59:52Z,2,1,1,2,,2,1,2,3,3,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,2,1,1,1,1,,,,,,1,1,2,1,1,,,,,,1,,3,,,,,,,,1,,1,2,2,3,3,1,2,2,1,3,1,2,1,4,,,,,,3,,1,4,,1,1,2,1,1,1,1,1,1,1,2,,,,,3,,,,,,,,,1,3,1,1,2,1,1,5,2,3,2,1,4,8,2,3,2,2,3,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,3,3,4,2,2,0.793152623296676
201801025542,2024-01-18T18:58:29Z,2024-01-18T19:11:35Z,2,1,1,2,,1,2,1,2,3,2,2,2,,,,,,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,1,2,1,1,1,1,,,,,,2,2,1,1,1,,,,,,2,,4,,,,,,,,1,,2,3,2,1,3,3,2,1,2,2,2,2,2,1,,,,,,3,,3,4,,1,1,1,1,2,1,1,3,3,4,1,,,,,3,,,,,,,,,3,4,3,3,2,1,2,5,3,2,1,1,4,8,1,4,2,3,2,1,6,1,1,3,1,1,2,2,2,4,2,,2,4,1,2,4,2,2,1,1.1438787783312525
201801025673,2024-01-17T17:14:34Z,2024-01-17T17:21:12Z,3,1,1,2,,2,2,3,1,1,1,1,2,,,,,,2,1,1,1,1,1,2,2,2,2,,,,,,,,,,2,1,3,3,4,3,4,,,,,,2,1,2,4,2,,,,,,1,,3,,,,,,,,2,,2,1,1,1,2,3,1,3,2,4,2,2,2,1,,,,,,2,,1,2,,1,3,2,1,1,2,3,3,3,3,3,,,,,3,,,,,,,,,4,5,3,1,2,1,2,3,3,3,4,2,4,8,2,2,2,3,1,1,6,1,5,3,1,2,2,2,2,6,4,1,1,2,3,1,3,1,2,1,1.698609465845798
201801025674,2024-01-19T15:49:29Z,2024-01-19T15:56:37Z,2,1,1,2,,2,2,3,4,3,4,3,3,,,,,,2,2,2,99,2,1,2,2,2,2,,,,,,,,,,1,99,1,2,3,1,1,,,,,,4,3,2,4,3,,,,,,1,,4,,,,,,,,2,,1,1,3,1,3,2,1,2,2,4,1,1,3,99,,,,,,99,,2,4,,1,1,1,2,3,3,2,2,4,2,3,,,,,3,,,,,,,,,5,3,99,99,99,2,99,5,3,99,99,2,4,8,3,2,2,3,2,1,1,1,5,3,1,6,1,1,1,4,4,1,1,2,3,1,3,2,2,1,1.8217823938528228
201801025725,2024-01-17T17:18:12Z,2024-01-17T17:43:35Z,2,1,2,,1,1,2,1,,,,,,2,3,2,2,2,2,,,,,,,,,,2,1,2,1,1,1,1,2,1,1,1,,,,,,1,1,1,1,1,,,,,,1,2,2,1,2,,1,3,1,1,1,1,2,1,1,,1,2,2,1,1,1,2,1,1,1,,,,,,1,1,1,1,2,,2,3,,1,1,1,1,1,1,3,,,,,,3,2,3,4,3,,,,,,,,,2,4,4,3,2,1,2,4,3,2,2,2,4,8,1,3,1,3,2,1,1,4,99,3,4,1,2,2,2,4,2,,2,3,1,1,3,1,2,1,1.8547386904873764
201801025815,2024-01-17T16:52:48Z,2024-01-17T17:10:45Z,2,1,2,,1,2,2,3,,,,,,3,3,3,2,2,2,,,,,,,,,,4,2,2,3,1,1,3,2,4,1,2,,,,,,1,1,1,2,2,,,,,,1,3,1,2,1,,1,2,3,1,1,1,4,2,4,,1,1,3,3,1,1,3,2,2,2,,,,,,3,1,1,1,1,,4,4,,2,1,1,1,1,3,3,,,,,,1,1,3,1,1,1,1,1,1,2,2,2,,,4,4,4,2,2,1,5,5,1,4,1,4,9,1,2,2,1,5,1,1,1,1,3,1,2,9,,3,6,2,,2,4,1,9,4,2,2,3,0.8020582401964178
201801025817,2024-01-17T18:19:41Z,2024-01-17T18:40:52Z,2,1,1,1,,99,,2,3,2,2,2,2,,,,,,1,1,99,99,1,1,1,1,1,1,,,,,,,,,,2,1,1,1,1,1,1,,,,,,3,2,3,1,2,,,,,,1,,2,,,,,,,,1,,2,2,2,3,2,1,2,1,1,1,2,2,2,99,,,,,,2,,3,2,,1,1,2,1,1,1,1,1,3,1,2,,,,,3,,,,,,,,,4,4,2,2,2,2,3,3,3,2,2,1,4,8,2,3,2,3,2,2,,3,3,5,4,1,2,2,2,2,1,,1,2,1,5,3,1,2,2,0.41722285415746946
201801025873,2024-01-18T21:16:21Z,2024-01-18T21:31:02Z,2,1,1,2,,1,1,1,3,2,2,2,3,,,,,,2,2,2,1,1,1,1,2,1,2,,,,,,,,,,2,2,2,1,1,1,2,,,,,,2,2,2,2,3,,,,,,2,,3,,,,,,,,1,,2,2,2,1,2,1,1,2,2,1,2,2,3,3,,,,,,3,,3,3,,1,1,1,2,2,3,2,2,1,2,1,,,,,3,,,,,,,,,2,5,4,4,2,2,2,5,4,1,1,1,4,8,2,2,2,1,6,1,1,3,1,3,4,1,2,2,2,5,2,,2,4,1,2,4,1,2,1,0.7850621992051126
201801026068,2024-01-17T17:26:21Z,2024-01-17T17:51:16Z,1,1,2,,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,1,2,1,1,1,2,1,1,4,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,1,2,1,1,4,1,2,2,1,,1,2,4,2,3,1,1,1,4,1,,,,,,2,1,1,1,1,,4,1,,1,1,1,1,1,1,3,,,,,,1,1,3,1,2,1,2,1,1,1,2,,1,,1,4,4,2,1,1,5,5,1,1,2,4,8,3,4,2,2,3,2,,1,1,1,1,1,1,2,1,2,2,,2,3,1,5,2,2,2,2,0.9996612886350167
201801026107,2024-01-17T19:36:34Z,2024-01-17T19:46:41Z,2,1,2,,2,2,1,2,,,,,,4,4,4,4,4,1,,,,,,,,,,4,1,2,2,1,1,2,2,3,1,2,,,,,,1,2,1,2,2,,,,,,2,2,2,1,2,,2,3,3,1,1,1,3,2,2,,2,1,3,3,1,3,3,2,3,2,,,,,,1,2,2,2,4,,2,2,,1,1,3,1,2,2,1,,,,,,3,2,1,3,1,1,1,1,1,1,1,3,,,4,1,2,2,2,2,5,2,3,3,1,4,8,2,2,2,3,2,2,,1,1,1,1,6,9,,3,6,1,,1,2,3,1,3,2,2,1,1.0083163705701665
201801026228,2024-01-17T16:37:03Z,2024-01-17T16:59:14Z,2,1,1,1,,1,2,3,2,3,2,2,2,,,,,,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,2,,,,,,1,1,1,1,1,,,,,,1,,3,,,,,,,,1,,1,4,3,1,3,2,2,1,2,3,2,2,3,3,,,,,,3,,4,2,,1,1,1,2,2,3,3,3,3,3,3,,,,,2,1,1,2,1,1,2,,1,,5,2,3,2,2,2,3,3,1,1,1,4,9,1,2,1,2,3,1,1,4,5,3,4,6,2,2,2,6,3,2,2,3,3,3,3,1,2,2,1.8161883567862576
201801026461,2024-01-18T17:16:31Z,2024-01-18T17:30:17Z,2,1,2,,1,2,1,2,,,,,,3,3,3,3,3,2,,,,,,,,,,4,1,2,3,2,2,3,3,4,1,2,,,,,,2,2,2,2,2,,,,,,1,2,2,2,2,,1,3,3,1,1,1,4,1,1,,1,1,3,3,1,1,3,2,2,1,,,,,,2,2,1,1,1,,4,5,,4,2,1,2,1,3,3,,,,,,1,1,2,3,1,1,1,1,1,1,1,2,,,4,3,3,2,2,1,5,2,3,5,1,4,9,2,1,1,1,5,1,1,1,1,3,1,6,2,2,2,5,2,,2,4,1,4,4,2,1,1,1.107393940230943
201801026547,2024-01-17T15:44:30Z,2024-01-17T17:27:40Z,1,1,2,,2,1,1,1,,,,,,2,3,1,1,1,1,,,,,,,,,,2,3,1,3,1,1,3,1,4,1,2,,,,,,2,2,1,1,2,,,,,,1,2,2,1,1,,1,2,3,1,1,1,3,3,2,,1,1,3,3,3,3,3,2,2,2,,,,,,4,2,1,1,1,,4,2,,2,1,1,1,1,3,3,,,,,,1,1,1,1,3,,,,,,,,,2,2,4,4,2,2,1,5,5,1,1,1,4,9,1,3,1,1,5,1,8,4,4,3,4,1,1,1,1,5,2,,2,4,1,9,4,1,1,2,0.2999456344585985
201801026702,2024-01-18T18:42:43Z,2024-01-18T19:02:50Z,2,2,2,,1,2,1,2,,,,,,3,3,3,3,3,2,,,,,,,,,,4,3,3,2,2,3,3,3,3,1,1,,,,,,2,2,1,3,2,,,,,,3,4,3,1,1,,2,2,1,3,3,3,3,3,3,,1,2,2,2,1,2,1,1,3,2,,,,,,1,2,1,1,3,,2,5,,2,1,1,1,2,3,3,,,,,,1,2,3,3,3,,,,,,,,,1,5,3,3,2,2,2,3,3,2,2,1,4,9,1,3,1,3,2,1,1,4,99,3,4,6,10,,3,6,4,99,9,9,3,3,5,4,2,1,6.0095141218488575
201801027120,2024-01-17T15:39:41Z,2024-01-17T16:10:29Z,1,1,2,,1,1,1,1,,,,,,1,2,1,1,1,1,,,,,,,,,,3,2,1,2,2,1,3,2,3,2,1,,,,,,2,1,1,1,2,,,,,,1,3,1,2,1,,1,2,1,1,2,1,4,2,3,,1,1,3,3,3,3,3,2,1,1,,,,,,4,1,1,1,1,,4,3,,3,1,1,1,3,3,3,,,,,,1,1,3,2,2,1,2,2,2,2,2,,1,,5,4,4,2,2,2,5,4,1,1,1,4,9,2,3,1,1,5,1,1,1,1,3,1,6,2,2,2,6,2,,2,4,1,9,5,1,1,3,0.10849561475426538
201801027461,2024-01-19T16:50:40Z,2024-01-19T17:08:00Z,2,1,1,2,,2,1,2,2,4,2,3,4,,,,,,2,1,1,2,1,1,1,1,1,1,,,,,,,,,,1,2,1,1,1,3,2,,,,,,3,2,3,2,1,,,,,,1,,4,,,,,,,,1,,3,2,2,3,3,3,2,4,2,4,4,4,3,3,,,,,,3,,2,4,,1,1,3,3,1,1,1,2,3,1,2,,,,,3,,,,,,,,,1,3,1,2,2,2,3,5,3,2,2,1,4,9,1,2,1,2,4,1,1,4,5,3,4,1,2,2,2,2,1,,1,1,1,9,2,1,1,3,0.6330180666351999
201801027530,2024-01-20T02:11:32Z,2024-01-21T06:11:51Z,2,1,1,2,,2,1,2,3,4,3,2,4,,,,,,2,2,2,2,2,1,2,2,1,2,,,,,,,,,,1,2,1,2,3,3,3,,,,,,1,1,4,1,1,,,,,,1,,4,,,,,,,,1,,1,3,1,1,1,2,2,1,2,1,1,1,3,4,,,,,,1,,2,4,,1,1,1,3,3,1,1,1,4,1,1,,,,,3,,,,,,,,,1,4,4,3,2,2,1,4,1,4,4,1,4,9,1,2,1,1,5,1,1,99,1,3,99,6,9,,3,6,2,,2,3,1,4,3,1,2,1,0.3035899028363201
201801027652,2024-01-17T16:51:13Z,2024-01-17T17:09:42Z,1,1,2,,1,2,1,2,,,,,,4,4,4,4,2,1,,,,,,,,,,2,4,4,3,1,4,2,3,3,1,2,,,,,,1,4,2,1,2,,,,,,3,3,2,1,1,,1,3,3,1,1,3,3,1,2,,1,2,2,2,3,2,3,2,2,2,,,,,,1,2,2,4,1,,1,3,,1,1,2,2,3,1,1,,,,,,2,3,1,3,3,,,,,,,,,1,4,3,1,2,2,3,5,4,1,1,1,4,9,1,3,1,1,6,2,,4,1,1,4,3,5,,4,6,1,,1,1,3,8,1,2,2,3,1.3287618653882332
201801027665,2024-01-18T12:39:33Z,2024-01-18T13:51:07Z,1,1,1,2,,2,1,2,3,3,3,3,3,,,,,,1,2,2,1,1,1,2,2,1,2,,,,,,,,,,1,2,1,1,2,2,1,,,,,,1,2,2,1,1,,,,,,1,,3,,,,,,,,1,,2,2,3,3,3,3,1,1,2,3,1,2,1,4,,,,,,2,,2,3,,1,1,1,1,3,1,2,2,2,2,2,,,,,3,,,,,,,,,5,2,2,2,2,2,3,3,1,4,5,1,4,9,2,3,1,2,4,1,99,4,5,3,4,1,12,,3,5,1,,1,1,1,8,2,1,2,2,0.6337955954700778
201801027874,2024-01-17T17:11:10Z,2024-01-17T19:56:04Z,2,1,1,2,,2,1,2,4,3,3,3,3,,,,,,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,1,2,1,1,1,2,1,,,,,,2,1,3,1,2,,,,,,1,,3,,,,,,,,1,,3,2,3,1,3,1,2,2,3,4,1,1,4,4,,,,,,1,,4,4,,1,1,1,1,1,3,3,3,3,3,3,,,,,3,,,,,,,,,2,5,4,4,2,2,3,5,5,1,1,1,4,9,2,2,2,3,2,1,5,4,5,3,4,1,1,1,1,2,2,,2,3,1,4,3,1,2,2,1.0734468093620622
